"NAsySeekAccepted","HomeBorn","IdeoScale","Empathy","Age","Female","EISCED","IncomeDecile","Country"
4,1,2,6,58,0,5,4,"Germany"
4,1,4,-6,42,1,5,1,"United Kingdom"
3,1,5,6,33,0,6,10,"Spain"
9,1,5,3,21,1,5,4,"Germany"
5,1,1,12,31,0,5,4,"Germany"
9,1,4,3,55,0,3,7,"Spain"
10,1,1,7,51,1,2,3,"Germany"
9,1,5,3,39,1,7,6,"Spain"
2,1,6,-1,42,0,6,8,"Germany"
2,1,5,1,58,0,5,1,"Germany"
6,1,3,10,36,1,7,9,"Spain"
9,1,4,-1,36,0,6,3,"Spain"
1,1,2,5,31,1,6,10,"Spain"
8,1,0,3,23,1,3,6,"Germany"
0,1,6,1,34,0,6,5,"Germany"
4,1,5,4,61,1,3,2,"Germany"
5,1,4,6,59,0,5,1,"Germany"
4,1,8,1,39,0,5,7,"Spain"
2,1,3,5,27,1,6,1,"Germany"
8,1,5,10,38,0,6,8,"Spain"
6,1,2,11,34,0,5,9,"Spain"
0,1,6,6,50,0,4,6,"Spain"
10,1,5,7,21,1,6,1,"United Kingdom"
8,1,0,8,43,1,3,7,"Germany"
6,1,3,-1,61,1,3,5,"Germany"
10,1,5,10,42,0,7,10,"Spain"
10,1,2,7,39,1,6,6,"Spain"
3,1,5,7,70,1,5,1,"United Kingdom"
5,1,7,6,41,1,5,3,"Spain"
1,1,5,3,29,0,3,6,"United Kingdom"
4,1,8,4,68,0,5,8,"Germany"
1,1,5,3,52,1,6,8,"United Kingdom"
10,1,3,3,23,0,7,10,"Spain"
5,0,5,1,23,0,6,1,"United Kingdom"
5,1,8,7,61,1,4,2,"United Kingdom"
6,1,8,-1,43,1,7,8,"Spain"
0,1,2,0,35,1,2,4,"Spain"
3,1,5,3,39,1,2,3,"United Kingdom"
10,1,0,8,36,0,7,8,"Spain"
3,1,2,1,51,0,5,2,"Germany"
4,1,7,5,35,0,1,5,"Spain"
5,1,4,6,51,0,3,5,"Germany"
4,1,6,8,25,1,6,6,"Germany"
3,1,5,6,46,1,2,2,"Spain"
5,1,5,5,37,0,5,7,"Germany"
9,1,2,4,40,1,2,2,"Spain"
0,1,5,-2,62,0,7,6,"Germany"
2,1,5,3,65,1,3,4,"Germany"
0,1,5,0,46,1,1,4,"Spain"
4,0,5,-1,38,1,6,6,"Germany"
0,1,6,0,43,1,6,6,"Germany"
5,1,6,3,31,0,3,6,"Germany"
3,1,4,4,49,0,5,7,"Germany"
1,1,5,7,47,1,3,4,"Germany"
3,1,5,7,32,1,2,5,"Germany"
2,1,6,7,26,1,4,5,"United Kingdom"
0,1,4,2,48,0,3,4,"Germany"
4,1,7,0,51,0,5,10,"United Kingdom"
7,1,7,0,54,1,2,1,"Germany"
5,1,8,2,27,1,7,3,"Germany"
4,1,6,7,22,1,2,5,"Germany"
0,1,5,6,32,1,2,4,"United Kingdom"
5,1,3,1,67,0,3,7,"Germany"
4,1,6,4,55,0,4,2,"United Kingdom"
10,1,5,7,40,0,5,8,"Spain"
0,1,5,0,42,1,5,7,"Spain"
3,1,4,3,68,1,5,4,"Germany"
0,1,7,1,50,0,7,6,"Germany"
6,1,4,5,32,0,5,3,"Germany"
0,1,5,3,38,0,6,8,"United Kingdom"
7,1,2,10,62,1,5,2,"Germany"
10,1,1,6,42,1,7,7,"Spain"
5,1,5,5,41,1,3,7,"Germany"
7,1,5,2,63,1,3,1,"Germany"
5,1,3,7,39,1,7,10,"Germany"
0,1,6,5,50,0,5,5,"United Kingdom"
8,1,5,0,23,1,5,2,"Germany"
8,1,2,6,30,1,6,3,"Germany"
4,1,5,4,63,1,3,7,"Germany"
5,1,6,3,48,0,3,9,"Germany"
9,1,3,9,23,1,6,2,"United Kingdom"
0,1,5,-1,45,0,3,5,"Germany"
5,1,1,3,65,1,3,3,"Germany"
1,1,5,8,53,1,3,4,"Germany"
6,1,5,5,41,1,2,6,"Spain"
0,1,5,4,65,0,3,1,"United Kingdom"
8,1,1,6,37,1,5,1,"Germany"
7,1,2,6,65,1,3,4,"Germany"
6,1,5,5,28,1,3,10,"United Kingdom"
10,0,3,5,26,0,5,1,"Germany"
6,1,5,11,53,1,3,3,"Germany"
10,1,6,2,54,1,3,7,"Germany"
6,1,3,3,46,1,2,5,"Germany"
0,1,7,0,45,0,7,10,"Germany"
7,1,8,-6,68,1,3,8,"Germany"
5,1,2,1,60,1,7,2,"Germany"
7,1,4,10,58,0,2,6,"Spain"
10,1,5,7,45,0,5,1,"Germany"
10,1,4,12,56,1,3,7,"Germany"
2,1,5,-1,61,1,3,7,"Germany"
8,1,4,11,35,1,7,6,"Germany"
2,0,5,0,47,0,3,5,"United Kingdom"
6,1,4,11,59,1,5,1,"Germany"
4,1,4,5,25,1,3,9,"Germany"
9,1,1,5,68,0,3,4,"Germany"
6,1,5,4,42,1,2,2,"Spain"
7,1,5,0,23,0,2,2,"Germany"
1,1,5,9,54,0,3,1,"Germany"
7,1,0,11,51,1,3,2,"Spain"
8,1,4,10,62,1,3,2,"Germany"
10,1,5,5,66,0,3,3,"Germany"
10,1,4,1,44,0,3,2,"Germany"
7,1,7,4,61,0,3,1,"Germany"
1,1,5,-2,70,0,3,1,"Germany"
5,1,3,6,67,0,3,3,"Germany"
0,1,5,6,36,0,7,10,"Germany"
0,1,6,2,22,1,3,2,"Germany"
0,1,5,-3,53,1,6,8,"United Kingdom"
6,1,5,3,52,0,3,1,"Germany"
1,1,5,2,34,1,5,5,"Germany"
6,1,2,2,47,1,3,8,"Germany"
2,1,5,3,50,1,4,4,"United Kingdom"
6,1,7,2,47,0,5,10,"United Kingdom"
1,1,3,1,32,1,5,1,"Germany"
6,1,2,8,65,0,7,9,"Germany"
9,1,4,3,61,1,7,8,"Germany"
10,1,5,9,23,0,3,1,"Germany"
6,1,5,7,47,1,6,4,"Germany"
0,1,5,-2,46,0,4,2,"United Kingdom"
7,1,5,4,62,1,3,1,"Germany"
7,1,5,8,32,1,6,1,"Germany"
2,1,8,4,55,1,5,8,"Germany"
10,1,4,9,48,1,6,3,"Germany"
4,1,0,8,53,1,6,5,"Spain"
8,1,2,1,69,1,6,3,"Germany"
3,1,5,3,69,0,6,6,"Germany"
7,1,6,-1,37,0,5,3,"Germany"
10,1,5,8,33,0,3,7,"Germany"
4,1,7,0,50,0,3,1,"Germany"
5,1,5,3,62,1,3,10,"Germany"
4,1,3,9,35,1,6,8,"Germany"
6,1,5,7,54,1,2,8,"Germany"
10,1,3,9,57,0,3,5,"Germany"
7,1,5,5,66,1,3,3,"Germany"
8,1,5,9,44,0,3,2,"Germany"
6,1,5,6,59,1,6,7,"Germany"
4,1,6,-2,49,1,3,7,"Germany"
0,1,5,-1,67,0,7,9,"Germany"
8,1,5,4,48,1,3,4,"Germany"
10,1,8,0,34,1,7,9,"Germany"
6,1,5,5,62,0,6,9,"Germany"
1,1,5,5,64,1,3,10,"Germany"
0,1,10,3,49,0,3,2,"Germany"
5,1,4,3,70,0,5,4,"Germany"
6,1,3,4,37,0,7,6,"Spain"
3,1,5,3,46,1,3,6,"United Kingdom"
0,1,6,12,26,1,5,1,"Germany"
9,1,7,-1,36,1,7,4,"Spain"
7,1,3,5,32,1,7,5,"Germany"
8,1,0,7,29,0,6,4,"Spain"
5,1,5,6,66,1,2,1,"Germany"
5,1,1,12,31,0,7,2,"Germany"
5,1,3,-5,33,0,3,5,"Germany"
2,1,6,2,24,0,6,10,"Germany"
4,1,6,2,25,0,6,2,"Germany"
3,1,6,4,46,1,7,4,"Germany"
3,1,3,4,67,0,5,7,"Germany"
4,1,6,-1,66,0,6,6,"United Kingdom"
7,1,6,7,19,1,5,10,"Germany"
9,1,3,8,69,0,5,7,"Germany"
1,1,5,3,37,0,5,4,"Spain"
10,1,0,10,61,1,5,2,"Spain"
7,1,5,-3,37,1,5,4,"Germany"
4,0,3,5,47,0,6,10,"Germany"
10,1,0,6,29,1,5,8,"Germany"
0,1,3,7,59,1,6,6,"Germany"
8,1,0,-2,59,0,1,5,"United Kingdom"
7,1,3,4,19,0,2,7,"Germany"
1,1,6,2,40,1,5,8,"Germany"
3,1,2,-2,56,1,6,5,"United Kingdom"
4,1,5,1,61,0,2,9,"Germany"
4,1,4,10,66,1,2,1,"Germany"
2,1,7,7,25,0,3,4,"Germany"
0,1,5,5,52,0,5,9,"Germany"
0,1,5,6,48,1,3,3,"Germany"
1,1,7,1,49,0,6,6,"Germany"
6,1,5,9,48,0,3,1,"Germany"
2,1,4,3,51,0,7,6,"Germany"
7,1,6,0,33,1,5,8,"Germany"
4,1,3,9,67,0,7,9,"Spain"
0,0,4,0,56,1,2,1,"Germany"
6,1,5,2,62,1,3,2,"Germany"
2,1,5,5,69,0,7,10,"Germany"
1,1,5,8,62,0,7,1,"Germany"
5,1,4,6,63,0,3,3,"Germany"
2,1,8,6,62,0,6,5,"Germany"
1,1,5,6,58,1,3,4,"Germany"
6,1,3,9,51,1,5,9,"Germany"
10,1,3,2,54,1,3,4,"Germany"
2,1,1,4,42,0,5,2,"United Kingdom"
4,1,8,-1,70,0,5,2,"Germany"
2,1,10,-3,36,0,6,5,"Germany"
7,1,6,3,63,0,3,2,"Germany"
8,1,5,1,34,1,6,3,"Germany"
10,1,7,0,68,0,7,4,"Germany"
5,1,3,4,63,0,2,1,"Germany"
6,1,3,4,66,1,3,1,"Germany"
7,1,4,1,32,0,7,9,"Germany"
7,1,5,12,64,0,3,8,"Germany"
3,1,5,3,60,0,6,10,"Germany"
5,1,6,6,50,1,3,7,"Germany"
5,1,3,3,64,0,5,5,"Germany"
5,1,5,11,28,0,3,4,"United Kingdom"
6,1,3,4,26,1,6,1,"Germany"
5,1,5,-1,69,0,3,6,"Germany"
6,0,5,10,31,0,7,5,"United Kingdom"
3,1,5,4,53,0,2,7,"United Kingdom"
0,1,1,-2,48,0,6,9,"Germany"
0,1,5,2,38,1,7,5,"United Kingdom"
5,1,3,3,36,0,7,4,"Germany"
5,1,2,12,52,1,6,5,"United Kingdom"
6,1,2,4,52,0,3,4,"Germany"
1,1,10,0,44,0,3,7,"Germany"
5,1,6,2,43,1,3,4,"Germany"
9,1,4,8,28,0,7,4,"Germany"
8,1,6,12,23,0,5,3,"Germany"
9,1,5,12,45,0,4,5,"United Kingdom"
5,1,1,4,67,0,6,4,"Germany"
0,1,5,1,45,0,5,4,"Germany"
6,1,9,-1,59,0,3,7,"Germany"
7,1,4,6,32,0,7,8,"Germany"
8,1,5,6,53,1,2,8,"Germany"
6,1,7,11,47,1,3,3,"Germany"
0,1,5,-7,45,1,3,3,"Germany"
0,1,5,2,68,0,3,1,"Germany"
0,1,2,1,58,0,6,1,"Germany"
10,1,3,7,24,1,5,1,"Germany"
9,1,4,6,38,0,7,8,"Germany"
2,1,5,9,66,1,6,5,"United Kingdom"
2,1,5,4,47,0,6,10,"Germany"
9,0,5,8,53,0,5,1,"United Kingdom"
0,1,8,-6,67,0,4,10,"United Kingdom"
2,1,7,2,62,0,3,8,"Germany"
10,1,0,2,58,1,4,3,"Spain"
9,1,5,-1,23,1,5,1,"Germany"
3,1,3,-1,65,0,1,1,"United Kingdom"
4,1,3,7,66,1,3,3,"Germany"
4,1,5,5,44,1,3,3,"Germany"
5,1,5,10,67,0,3,4,"Germany"
8,1,4,1,52,0,7,8,"Germany"
8,1,3,4,46,0,7,4,"Germany"
3,1,4,6,56,0,6,4,"United Kingdom"
2,1,6,-3,70,0,6,7,"Germany"
0,1,5,6,57,1,3,4,"Germany"
2,1,4,-3,45,1,6,8,"Germany"
5,1,4,2,30,0,5,4,"United Kingdom"
5,1,5,2,55,0,2,4,"Germany"
10,1,5,5,53,1,5,2,"Germany"
10,1,3,5,37,1,5,5,"Germany"
0,1,10,5,47,0,3,1,"United Kingdom"
5,1,5,1,31,0,5,1,"Germany"
4,1,7,2,68,0,2,4,"Germany"
3,1,4,6,56,0,3,1,"Germany"
2,1,6,-4,32,0,3,3,"Germany"
5,1,5,4,46,0,3,3,"Germany"
4,1,3,5,55,0,7,6,"Germany"
5,1,3,1,39,0,6,9,"Spain"
8,1,5,8,61,0,3,6,"Germany"
2,1,6,-1,64,0,1,1,"United Kingdom"
3,1,5,1,40,0,5,5,"Germany"
0,1,5,0,34,0,3,4,"Germany"
3,1,6,-2,59,0,5,1,"United Kingdom"
0,1,8,0,38,1,5,7,"Spain"
1,1,5,3,48,1,3,4,"Germany"
0,1,5,7,50,0,7,7,"Germany"
5,1,7,7,26,0,5,4,"United Kingdom"
6,1,6,2,68,1,3,8,"Germany"
5,1,4,6,68,1,2,1,"Germany"
8,1,5,9,46,1,3,8,"Germany"
8,1,6,-2,42,0,5,9,"Germany"
0,1,5,3,57,0,5,4,"United Kingdom"
4,1,4,8,42,0,3,5,"Germany"
7,1,6,-1,20,0,3,3,"Germany"
3,1,6,3,57,0,3,2,"Germany"
0,1,8,0,41,1,2,8,"Spain"
6,1,4,7,27,1,3,4,"Germany"
7,1,5,9,62,1,3,2,"Germany"
0,1,10,4,59,1,3,3,"Germany"
5,1,6,-2,66,0,6,8,"Germany"
4,1,6,0,53,0,3,6,"Germany"
4,1,10,2,57,0,7,6,"Germany"
5,1,8,-1,34,0,6,1,"United Kingdom"
4,1,6,3,67,0,3,3,"Germany"
4,1,4,2,39,1,3,2,"Germany"
5,1,3,2,61,1,3,7,"Germany"
10,1,10,12,41,1,5,8,"Germany"
2,1,5,6,35,0,2,1,"United Kingdom"
10,1,3,1,67,0,3,9,"Germany"
4,1,5,-4,54,0,3,3,"Germany"
0,1,5,0,56,0,7,8,"Germany"
0,1,9,0,25,1,7,6,"Spain"
6,1,3,12,44,0,3,3,"Germany"
5,1,5,4,41,1,3,4,"Germany"
10,1,1,4,48,0,3,2,"Germany"
10,1,0,8,23,1,7,8,"United Kingdom"
6,1,3,9,58,1,3,4,"Germany"
0,1,5,9,50,1,4,1,"United Kingdom"
0,1,5,6,56,1,3,6,"Germany"
5,1,3,5,41,0,3,7,"United Kingdom"
5,1,7,1,57,0,3,8,"Germany"
5,1,4,-1,37,0,2,3,"Germany"
5,1,5,0,24,0,5,6,"Germany"
4,1,6,0,36,1,3,1,"United Kingdom"
5,0,5,6,51,0,5,4,"Germany"
6,1,3,9,64,0,6,9,"Germany"
9,1,7,3,69,0,4,1,"United Kingdom"
10,1,3,2,60,0,5,3,"United Kingdom"
0,1,5,-1,53,0,6,1,"Germany"
3,1,6,4,42,0,3,5,"Germany"
3,1,5,10,67,1,1,1,"United Kingdom"
7,1,2,9,37,0,3,4,"Germany"
2,1,5,5,41,0,3,6,"Germany"
3,1,7,5,69,1,3,5,"United Kingdom"
6,1,2,7,61,1,5,7,"Germany"
5,1,7,6,67,1,6,2,"United Kingdom"
2,1,8,0,61,0,6,8,"Germany"
5,1,6,7,47,1,7,8,"United Kingdom"
8,1,3,6,67,0,7,2,"Germany"
0,1,4,3,59,1,5,2,"United Kingdom"
0,1,5,-7,38,0,3,6,"Germany"
6,1,2,5,59,0,3,1,"Germany"
8,1,5,6,43,1,6,3,"United Kingdom"
7,1,4,6,24,1,6,6,"Germany"
7,1,4,-1,19,1,5,5,"Germany"
6,1,6,2,26,1,3,5,"Germany"
0,1,3,5,40,0,6,6,"Germany"
5,1,5,7,51,1,3,9,"Germany"
1,1,5,7,51,1,2,1,"United Kingdom"
10,1,7,-1,37,1,7,9,"Spain"
7,1,2,3,26,1,5,3,"Germany"
0,1,6,4,62,0,4,2,"United Kingdom"
10,1,0,6,59,0,1,1,"United Kingdom"
2,1,5,0,53,0,3,6,"Germany"
2,1,4,2,59,0,7,10,"Germany"
2,1,6,0,49,0,3,2,"Germany"
0,1,5,-2,41,0,6,6,"Germany"
6,1,5,4,55,1,3,1,"Germany"
2,1,5,-1,55,1,2,7,"United Kingdom"
8,1,5,6,55,1,3,3,"Germany"
2,1,10,0,40,0,7,8,"Germany"
2,1,6,-2,44,0,6,9,"United Kingdom"
8,1,5,9,61,1,5,3,"United Kingdom"
4,1,5,2,20,1,5,8,"United Kingdom"
0,1,0,5,30,1,3,2,"Germany"
0,1,2,1,42,0,5,5,"Germany"
3,1,4,5,68,0,5,8,"United Kingdom"
6,1,3,7,39,1,3,4,"Germany"
0,1,5,1,43,1,3,3,"Germany"
2,1,5,-1,28,0,7,3,"Spain"
7,1,6,5,52,0,5,5,"Germany"
4,1,4,-1,38,0,7,10,"Germany"
4,1,5,4,24,0,7,3,"Spain"
6,1,6,-1,45,0,6,7,"Germany"
4,1,7,7,36,1,6,4,"Spain"
0,1,4,2,45,1,3,6,"Spain"
0,1,3,2,49,0,5,7,"Germany"
7,1,7,0,47,1,2,3,"Spain"
6,1,3,4,21,1,6,2,"United Kingdom"
4,1,6,-3,45,1,4,8,"United Kingdom"
1,1,3,3,50,1,5,7,"Germany"
8,1,4,4,28,1,5,8,"Germany"
4,1,5,1,54,1,4,2,"United Kingdom"
0,1,5,2,60,0,5,4,"United Kingdom"
2,0,5,7,23,1,3,3,"Germany"
0,1,4,3,50,1,7,1,"Germany"
1,1,7,-4,35,0,5,5,"Germany"
0,1,10,1,57,0,4,5,"United Kingdom"
3,1,5,0,46,1,5,4,"Germany"
5,1,5,7,34,0,7,6,"United Kingdom"
0,1,5,0,60,0,2,4,"United Kingdom"
10,1,0,8,42,0,2,4,"Spain"
4,1,6,4,45,0,5,10,"Germany"
3,1,5,7,42,0,3,9,"Germany"
0,1,3,-2,66,0,3,6,"United Kingdom"
0,1,5,4,33,0,3,2,"Germany"
4,1,7,-1,43,1,2,1,"Germany"
5,1,6,2,37,0,3,7,"Germany"
2,1,4,1,53,0,3,3,"Germany"
3,1,7,1,50,0,3,2,"Germany"
5,0,5,0,51,1,7,5,"Spain"
0,1,9,0,47,1,5,3,"United Kingdom"
0,1,7,1,52,1,3,8,"United Kingdom"
0,1,4,-2,51,1,6,10,"United Kingdom"
5,1,4,1,27,0,6,7,"Germany"
5,1,3,6,57,1,3,5,"Germany"
6,1,8,5,56,1,3,3,"Germany"
10,1,3,2,60,1,5,4,"Spain"
5,1,2,4,32,0,5,1,"Germany"
6,1,3,0,50,0,6,6,"Germany"
2,1,5,3,46,0,3,9,"Germany"
9,1,0,-2,52,1,3,7,"Germany"
8,1,2,9,43,0,3,5,"Germany"
4,1,5,10,36,1,5,3,"Germany"
3,1,5,4,42,0,2,1,"United Kingdom"
4,1,3,2,41,0,6,7,"Germany"
0,1,9,0,57,0,3,1,"United Kingdom"
5,1,5,5,68,1,1,3,"United Kingdom"
4,1,5,-2,46,0,2,4,"Germany"
1,1,5,2,43,1,6,5,"United Kingdom"
1,1,5,0,55,0,5,4,"Germany"
7,1,0,7,44,0,6,6,"Germany"
0,1,3,3,36,1,7,8,"Germany"
7,1,5,-1,34,1,5,5,"Spain"
1,1,5,8,51,0,3,6,"Germany"
7,1,4,6,44,1,5,6,"Germany"
0,1,10,-7,49,0,5,8,"Germany"
4,1,7,4,50,0,6,10,"Germany"
6,1,3,3,49,0,5,4,"Germany"
3,1,5,6,21,1,5,1,"Germany"
3,1,4,2,68,0,3,3,"United Kingdom"
4,1,6,5,48,0,4,7,"United Kingdom"
1,1,5,3,49,1,6,6,"Germany"
2,1,2,7,57,1,7,2,"United Kingdom"
5,1,6,-4,63,1,4,6,"United Kingdom"
10,1,7,8,57,1,3,1,"Germany"
1,1,5,4,24,1,6,4,"Germany"
4,0,2,10,40,1,7,7,"United Kingdom"
6,1,5,7,47,0,3,1,"Germany"
0,1,5,6,63,1,7,2,"United Kingdom"
0,1,6,6,70,0,4,6,"United Kingdom"
0,1,5,9,54,1,6,6,"United Kingdom"
0,1,4,7,65,1,5,2,"United Kingdom"
0,1,5,0,46,0,4,7,"United Kingdom"
3,1,6,5,45,1,5,9,"United Kingdom"
4,1,4,2,68,0,1,6,"United Kingdom"
1,1,5,5,50,0,4,2,"United Kingdom"
3,1,5,1,56,1,4,4,"United Kingdom"
5,1,5,8,38,0,4,4,"United Kingdom"
1,1,2,4,39,0,6,8,"Spain"
4,1,5,1,52,1,3,6,"Germany"
1,1,8,5,32,1,3,4,"Germany"
5,1,5,3,53,1,2,5,"United Kingdom"
4,1,3,7,51,1,5,6,"Germany"
2,1,3,4,55,0,3,7,"Germany"
0,0,5,1,42,1,7,2,"United Kingdom"
2,1,5,5,49,1,3,3,"Germany"
8,1,4,2,35,1,3,3,"Germany"
0,1,1,5,49,1,3,4,"Germany"
9,1,5,2,40,0,5,4,"Germany"
9,1,2,3,34,1,5,3,"Germany"
9,1,8,0,33,1,6,9,"United Kingdom"
0,1,5,0,52,0,3,5,"Germany"
1,1,5,1,26,0,3,5,"United Kingdom"
4,0,5,4,56,1,3,5,"Germany"
9,1,2,6,45,0,5,5,"Germany"
0,1,8,-1,46,0,6,1,"Germany"
3,1,6,-1,42,0,5,7,"Germany"
3,1,7,5,24,0,5,1,"Germany"
0,1,10,0,65,0,5,4,"United Kingdom"
5,1,6,3,53,0,6,8,"Germany"
10,1,1,4,67,0,7,3,"United Kingdom"
2,1,6,2,50,0,3,6,"Germany"
0,1,0,5,52,1,1,4,"United Kingdom"
10,1,0,5,21,1,5,7,"Germany"
8,1,5,3,51,0,7,7,"Germany"
3,1,5,2,58,0,1,1,"United Kingdom"
2,1,6,3,36,0,3,7,"Germany"
6,1,0,5,53,1,3,1,"Germany"
4,1,7,3,46,0,7,9,"Germany"
5,1,3,7,48,1,5,4,"Germany"
6,1,5,5,58,1,3,3,"United Kingdom"
2,1,9,-6,61,0,5,4,"United Kingdom"
7,1,3,5,37,1,2,2,"Germany"
8,1,3,7,28,1,5,7,"Germany"
1,1,2,7,68,0,4,2,"United Kingdom"
0,1,5,2,44,1,6,8,"United Kingdom"
5,1,3,-4,54,1,5,3,"Germany"
0,1,3,-1,39,0,3,3,"Germany"
3,1,5,-1,38,0,7,7,"Germany"
9,1,6,0,49,1,2,3,"United Kingdom"
10,1,5,3,27,1,3,3,"Germany"
0,1,5,9,21,1,6,10,"United Kingdom"
4,1,8,-1,61,0,6,6,"United Kingdom"
3,1,3,5,58,0,7,4,"United Kingdom"
4,0,7,3,33,0,4,4,"United Kingdom"
5,1,6,3,25,0,5,8,"Germany"
0,0,6,0,51,0,3,5,"Germany"
0,1,5,1,57,0,1,2,"United Kingdom"
6,1,6,4,50,0,3,10,"Germany"
3,1,5,10,49,1,3,4,"Germany"
8,1,4,4,46,0,7,7,"Germany"
5,1,3,5,39,1,2,2,"Spain"
1,1,5,4,41,1,1,2,"United Kingdom"
9,1,5,7,35,1,3,2,"Germany"
3,1,4,8,53,0,5,7,"Germany"
10,1,0,0,31,1,5,2,"Spain"
7,1,2,5,51,1,7,9,"Germany"
6,1,8,-1,45,0,2,2,"United Kingdom"
10,1,3,4,25,1,6,5,"Germany"
9,1,3,1,54,1,6,5,"Germany"
0,1,5,0,33,1,5,3,"United Kingdom"
5,1,5,8,37,0,3,5,"Germany"
4,1,6,-4,47,0,4,3,"United Kingdom"
10,1,2,8,54,1,6,3,"Spain"
3,1,6,4,37,1,6,5,"United Kingdom"
4,1,5,0,32,1,3,2,"Germany"
1,1,4,7,46,1,3,4,"Germany"
2,1,7,6,49,1,2,1,"United Kingdom"
0,1,7,0,63,1,5,6,"United Kingdom"
1,1,5,6,36,1,5,7,"United Kingdom"
5,1,7,4,70,1,4,2,"United Kingdom"
3,1,5,8,56,1,2,7,"United Kingdom"
5,1,3,9,66,1,5,4,"United Kingdom"
1,1,10,2,53,1,3,1,"United Kingdom"
2,1,6,4,58,1,2,5,"United Kingdom"
5,1,5,5,41,1,7,9,"Germany"
2,1,5,3,43,1,4,1,"United Kingdom"
8,1,5,7,45,1,4,6,"United Kingdom"
0,1,5,-2,57,0,3,3,"Germany"
5,1,5,12,49,1,3,1,"United Kingdom"
1,1,4,3,46,1,5,4,"Germany"
3,1,8,6,66,0,4,1,"United Kingdom"
3,1,3,3,51,0,7,7,"Germany"
1,1,5,-1,41,1,3,2,"Germany"
10,1,5,2,49,0,3,7,"Germany"
9,1,3,3,42,0,7,9,"United Kingdom"
1,1,5,-6,54,0,1,7,"United Kingdom"
3,1,3,5,62,0,4,2,"United Kingdom"
0,1,5,6,46,1,2,9,"United Kingdom"
0,1,6,2,62,0,4,4,"United Kingdom"
2,1,3,4,49,0,7,8,"Germany"
0,1,6,4,69,0,3,4,"United Kingdom"
10,1,5,0,29,0,2,1,"United Kingdom"
8,1,3,6,53,0,5,8,"United Kingdom"
2,1,3,8,53,0,3,1,"Germany"
7,1,5,8,31,1,3,5,"Germany"
4,0,6,0,63,0,7,6,"United Kingdom"
0,1,5,-1,59,0,2,2,"United Kingdom"
4,1,5,8,66,1,3,3,"United Kingdom"
0,1,0,2,48,1,3,3,"United Kingdom"
3,0,5,3,23,0,6,8,"United Kingdom"
4,1,7,0,64,0,2,9,"United Kingdom"
4,1,3,0,44,0,4,8,"United Kingdom"
3,1,4,6,52,0,5,8,"Germany"
10,1,0,4,57,1,5,8,"Spain"
1,1,7,2,51,1,7,8,"Germany"
0,1,7,-1,41,0,4,3,"United Kingdom"
4,1,7,4,47,1,7,8,"United Kingdom"
2,1,6,2,45,0,5,4,"Germany"
1,1,5,2,53,1,2,2,"Germany"
3,1,3,2,37,0,4,8,"United Kingdom"
0,1,5,2,58,1,7,6,"Germany"
9,1,3,8,28,1,7,2,"Germany"
8,1,1,9,65,1,6,5,"United Kingdom"
3,1,5,1,53,1,5,5,"United Kingdom"
8,1,5,6,66,0,4,4,"United Kingdom"
8,1,5,6,51,1,2,3,"Spain"
9,1,5,4,19,0,5,7,"Germany"
2,1,5,1,54,0,4,2,"United Kingdom"
7,1,3,1,55,1,7,5,"Germany"
5,1,8,6,28,1,5,6,"United Kingdom"
9,1,1,3,50,0,4,2,"United Kingdom"
2,1,10,6,70,0,5,8,"United Kingdom"
6,1,0,6,50,1,6,3,"Germany"
5,0,6,6,65,0,7,4,"United Kingdom"
5,1,6,8,67,0,3,6,"United Kingdom"
1,1,7,4,65,1,6,2,"United Kingdom"
9,1,2,7,25,1,6,1,"Germany"
5,1,4,9,52,0,3,3,"Germany"
9,0,2,8,55,1,5,9,"Germany"
1,1,5,0,54,0,2,1,"Germany"
2,1,7,2,59,0,6,8,"United Kingdom"
0,1,2,-4,57,0,4,7,"United Kingdom"
0,1,10,-2,63,0,2,4,"United Kingdom"
8,1,2,12,57,0,3,1,"Germany"
6,0,5,-1,40,1,6,7,"United Kingdom"
1,1,7,5,32,1,3,1,"United Kingdom"
10,0,9,3,47,1,5,4,"Spain"
5,1,4,3,46,0,5,9,"Germany"
3,1,2,-2,42,0,5,1,"Germany"
9,1,4,5,57,0,7,9,"United Kingdom"
2,1,3,3,44,0,4,8,"United Kingdom"
0,1,2,2,60,1,2,5,"United Kingdom"
8,1,5,7,58,1,5,1,"Germany"
0,1,5,2,68,1,1,3,"United Kingdom"
5,1,4,7,29,0,6,5,"Germany"
10,1,10,1,29,1,7,8,"United Kingdom"
0,1,5,4,57,1,6,3,"United Kingdom"
2,1,5,7,57,0,2,3,"Germany"
4,1,5,0,60,0,2,2,"Spain"
7,1,4,4,58,1,3,4,"Germany"
0,1,6,0,38,0,3,7,"Germany"
5,1,1,7,41,0,4,7,"United Kingdom"
6,1,3,4,41,1,4,1,"United Kingdom"
10,1,2,6,56,1,3,2,"Germany"
7,1,3,7,38,1,3,7,"Germany"
10,1,5,4,48,1,3,3,"Germany"
2,1,5,4,54,1,4,4,"United Kingdom"
5,1,4,0,20,0,3,1,"United Kingdom"
7,1,5,1,51,0,4,8,"United Kingdom"
0,1,5,0,25,1,3,3,"Germany"
4,1,7,4,55,1,2,6,"United Kingdom"
7,1,4,10,39,0,7,8,"Spain"
1,1,5,4,48,1,4,3,"United Kingdom"
10,1,4,11,26,1,6,6,"United Kingdom"
